uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,mood
spotify:track:5KawlOMHjWeUjQtnuRs22c,0.0923,0.798,0.645,0.862,11,0,0.192,-4.757,0.0965,119.991,229773,happy
spotify:track:1tNJrcVe6gwLEiZCtprs1u,0.223,0.877,0.815,0.518,7,0,0.104,-6.594,0.0897,151.891,177667,happy
spotify:track:0TDLuuLlV54CkRRUOahJb4,0.0679,0.301,0.604,0.787,0,0.15,0.127,-3.674,0.103,126.062,245040,happy
spotify:track:4wkQmYpAaMe41Rc3sYZ7Vz,0.00777,0.875,0.71,0.882,4,0.00771,0.294,-2.932,0.0595,128.016,232800,happy
spotify:track:3E7dfMvvCLUddWissuqMwr,0.00112,0.47,0.652,0.698,10,0.000115,0.0886,-4.667,0.042,96.021,202067,happy
spotify:track:0wI0S42Cg41DVGqIIVimTM,0.178,0.5,0.61,0.711,2,0,0.373,-6.661,0.0797,99.99,176406,happy
spotify:track:6JV2JOEocMgcZxYSZelKcc,0.0123,0.701,0.667,0.83,0,0,0.191,-5.715,0.0749,113.03,236002,happy
spotify:track:4rDSyP8usrXMIIrKSRiYeV,0.115,0.612,0.725,0.824,8,0.00196,0.0688,-6.432,0.092,109.95,183284,happy
spotify:track:0cqRj7pUJDkTCEsJkx8snD,0.0647,0.942,0.647,0.8,7,0,0.334,-5.384,0.165,160.078,219200,happy
spotify:track:314cEIolCDXJ6PKOq5yPyl,0.147,0.669,0.775,0.761,7,0,0.147,-7.307,0.0334,123.981,167177,happy
spotify:track:1rqqCSm0Qe4I9rUvWncaom,0.193,0.681,0.579,0.904,5,0,0.064,-2.729,0.0618,82.014,190947,happy
spotify:track:27OZ6cCDmoYEPx4KEH2XHc,0.00193,0.333,0.668,0.777,8,4.68E-05,0.256,-4.863,0.0393,103.975,160259,happy
spotify:track:1ExfPZEiahqhLyajhybFeS,0.332,0.949,0.738,0.804,11,0,0.279,-3.851,0.0621,174.943,190213,happy
spotify:track:3I5Xmqmng3glL1DtRYb4pD,0.287,0.432,0.801,0.671,11,1.40E-05,0.123,-8.976,0.0557,126.032,172877,happy
spotify:track:1QvPIlDwzql2ub5MCyYa78,0.016,0.962,0.774,0.849,9,0.000199,0.0348,-2.986,0.0301,126.996,235000,happy
spotify:track:2Rk4JlNc2TPmZe2af99d45,0.033,0.728,0.61,0.83,0,0,0.118,-4.105,0.0571,182.162,193000,happy
spotify:track:1w1kzejjmiMhdWAOecgo4l,0.00388,0.711,0.671,0.71,7,1.58E-06,0.14,-6.749,0.276,98.074,197253,happy
spotify:track:6aGjEZ7kq3YXgD0EDt80O5,0.0629,0.936,0.658,0.837,2,0,0.0969,-2.063,0.0543,126.015,200187,happy
spotify:track:2Dz8KeCYs9awlwUJStJlmh,0.0384,0.756,0.72,0.791,1,0,0.157,-4.689,0.124,102.071,175427,happy
spotify:track:7yws3pF3FFguwT2Psi6c15,0.0242,0.803,0.855,0.668,11,0,0.102,-4.892,0.0644,125.846,210307,happy
spotify:track:4urcG6Nfubqsuqy3juMjBi,0.00765,0.886,0.765,0.765,1,3.82E-06,0.0527,-2.732,0.0585,120.001,227147,happy
spotify:track:4ofwffwvvnbSkrMSCKQDaC,0.286,0.754,0.672,0.735,5,0,0.242,-4.733,0.0457,115.741,201287,happy
spotify:track:7haQE5nOcxwk0HXahP0aV3,0.408,0.673,0.683,0.782,0,0,0.236,-2.989,0.0497,100.954,201420,happy
spotify:track:3ytr3WoSfkck1jDmrGhMik,0.192,0.654,0.879,0.536,5,0,0.0716,-6.843,0.0602,112.02,158571,happy
spotify:track:27SdWb2rFzO6GWiYDBTD9j,0.0472,0.732,0.628,0.698,6,0.00143,0.0907,-5.608,0.105,89.976,211667,happy
spotify:track:76hfruVvmfQbw0eYn1nmeC,0.152,0.896,0.774,0.753,4,0,0.0371,-5.446,0.0517,119.002,219147,happy
spotify:track:4rHmKlFRiFzabiVO6e9w2e,0.131,0.528,0.8,0.795,6,9.02E-05,0.221,-5.835,0.0626,106.031,227813,happy
spotify:track:5k5fWendNngd89O8JKoE8L,0.53,0.873,0.756,0.789,2,0.000711,0.157,-7.002,0.0324,127.987,176267,happy
spotify:track:4F8xzq2XQ82zMBypnQ3gvB,0.0464,0.569,0.897,0.794,1,0.0816,0.0482,-4.642,0.0571,130.01,164400,happy
spotify:track:6NPVjNh8Jhru9xOmyQigds,0.286,0.962,0.652,0.757,1,0,0.0886,-6.819,0.153,159.911,233305,happy
spotify:track:4eLSCSELtKxZwXnFbNLXT5,0.0818,0.768,0.507,0.923,0,4.63E-06,0.0951,-5.581,0.173,99.252,189840,happy
spotify:track:2Y6uY65ZwKl9WbVOvKyZg6,0.0484,0.782,0.555,0.93,7,4.28E-06,0.0898,-3.641,0.0377,138.013,188640,happy
spotify:track:0qr3LDvmmZLqdeLDt6HPhL,0.0639,0.908,0.684,0.824,11,0,0.0611,-5.117,0.039,97.01,172120,happy
spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,0.00481,0.619,0.683,0.937,9,0.0046,0.07,-6.335,0.0449,104.872,268653,happy
spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.0395,0.776,0.731,0.867,11,0,0.0861,-5.881,0.032,104.019,200373,happy
spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.00701,0.619,0.578,0.866,1,0,0.257,-3.804,0.0619,128.038,199080,happy
spotify:track:1u0aIMrEBvFkRtgcg264gW,0.0792,0.634,0.74,0.751,0,0,0.392,-6.324,0.0275,127.956,289187,happy
spotify:track:2g7uRZ68eLtv74XrxgdT2q,0.0525,0.531,0.715,0.655,0,0,0.115,-6.425,0.137,95.078,207333,happy
spotify:track:6uAm7pG66O1XesXS9bpHSF,0.285,0.492,0.684,0.905,0,0,0.525,-3.187,0.0765,95.985,159011,happy
spotify:track:10Igtw8bSDyyFs7KIsKngZ,0.147,0.755,0.755,0.599,8,0,0.109,-5.042,0.224,133.123,216632,happy
spotify:track:3KwwE4sgCzMaKWq6QBebmX,0.0962,0.835,0.934,0.694,11,1.20E-06,0.478,-5.849,0.101,123.829,181240,happy
spotify:track:4ylWMuGbMXNDgDd8lErEle,0.000239,0.4,0.417,0.824,11,0.0545,0.0725,-7.36,0.105,157.92,302147,happy
spotify:track:02jcEwywffn3Tsb48fXmlW,0.00108,0.961,0.802,0.904,11,0,0.173,-3.267,0.0459,128.931,192533,happy
spotify:track:2Sb1K9nqb7hUcrwiJJGvoX,0.0278,0.847,0.889,0.69,1,0.00131,0.2,-3.454,0.0388,98.006,206440,happy
spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.928,0.856,0.609,0,8.15E-05,0.0344,-7.223,0.0824,114.988,269667,happy
spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.162,0.549,0.799,0.586,11,2.03E-06,0.193,-6.735,0.0377,120.97,227833,happy
spotify:track:5frDSkLEcCJjQSdvUB2JG8,0.29,0.672,0.788,0.745,5,0,0.0373,-7.072,0.258,135.278,163893,happy
spotify:track:2y4lAQpi5VTNLu2ldeTdUH,0.00882,0.484,0.613,0.622,1,0,0.37,-5.794,0.0334,80.003,231240,happy
spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.0573,0.961,0.807,0.887,9,2.87E-06,0.124,-3.726,0.0503,134.052,187920,happy
spotify:track:5j9iuo3tMmQIfnEEQOOjxh,0.0625,0.516,0.67,0.905,2,0.000151,0.0577,-2.385,0.0339,100.021,194240,happy
spotify:track:5d6Mjuu2uCGRPYpFjGpCX5,0.0591,0.884,0.748,0.788,1,0,0.0863,-7.055,0.0334,120.076,235493,happy
spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,0.0879,0.843,0.719,0.674,11,3.75E-06,0.112,-5.122,0.0681,125.98,215042,happy
spotify:track:4cluDES4hQEUhmXj6TXkSo,0.009,0.888,0.726,0.787,4,0,0.0596,-2.494,0.0737,124.99,199987,happy
spotify:track:5w6TVvv71F8px5cObg2xnx,0.0216,0.682,0.554,0.878,3,5.76E-06,0.362,-4.271,0.134,126.045,205933,happy
spotify:track:0Oa9mHOnH14GZ4toWwkf4c,0.00638,0.54,0.572,0.778,1,0,0.0563,-5.208,0.233,168.073,225520,happy
spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,0.166,0.603,0.782,0.685,4,1.18E-05,0.16,-6.237,0.0309,118.016,180566,happy
spotify:track:5T7ZFtCcOgkpjxcuaeZbw0,0.0227,0.486,0.652,0.877,1,0,0.0789,-2.986,0.0465,118.491,200107,happy
spotify:track:20I6sIOMTCkB6w7ryavxtO,0.0114,0.66,0.783,0.58,7,2.28E-06,0.108,-6.548,0.0408,120.021,193400,happy
spotify:track:0FDzzruyVECATHXKHFs9eJ,0.00713,0.153,0.551,0.636,6,0.00203,0.217,-7.125,0.0281,124.996,268467,happy
spotify:track:1xOciQno6i6vGvwr6tSuJS,0.00936,0.575,0.637,0.774,9,0,0.262,-5.884,0.0345,95.987,231213,happy
spotify:track:6Uy6K3KdmUdAfelUp0SeXn,0.00502,0.758,0.551,0.836,10,2.10E-05,0.0425,-3.838,0.0524,185.063,220573,happy
spotify:track:7l1qvxWjxcKpB9PCtBuTbU,0.84,0.509,0.577,0.397,0,0,0.0772,-5.98,0.028,89.044,197373,happy
spotify:track:4hxemf0pE0mSzubgsfRLWu,0.101,0.659,0.803,0.528,11,2.56E-06,0.0748,-7.529,0.0431,122.026,212693,happy
spotify:track:5UCfLHZ8FbF0pmtGsomu3y,0.0613,0.393,0.468,0.432,0,0,0.0533,-10.382,0.1,101.097,137427,happy
spotify:track:4k2JqJwaPpBkvjqMvkQX9L,0.0208,0.258,0.627,0.817,0,0,0.152,-4.636,0.038,100.046,204687,happy
spotify:track:1D1nixOVWOxvNfWi0UD7VX,0.00577,0.63,0.706,0.801,5,0,0.0822,-6.333,0.0399,100.013,259333,happy
spotify:track:2Pavqy0vPxGilGe0IIetdP,0.434,0.437,0.707,0.771,7,0.0013,0.115,-6.275,0.0783,142.016,218228,happy
spotify:track:0KpfYajJVVGgQ32Dby7e9i,0.217,0.768,0.675,0.885,1,0,0.086,-4.432,0.0436,97.03,216667,happy
spotify:track:1dzQoRqT5ucxXVaAhTcT0J,0.0264,0.745,0.822,0.739,1,4.26E-05,0.181,-4.541,0.0311,118.992,241933,happy
spotify:track:5p9XWUdvbUzmPCukOmwoU3,0.225,0.664,0.587,0.767,0,0,0.112,-5.713,0.0449,100.38,201707,happy
spotify:track:05wIrZSwuaVWhcv5FfqeH0,0.0116,0.944,0.596,0.869,10,0.173,0.0678,-11.97,0.037,109.902,238733,happy
spotify:track:190jyVPHYjAqEaOGmMzdyk,0.000688,0.526,0.602,0.843,0,5.27E-05,0.0682,-4.831,0.0593,128.003,227987,happy
spotify:track:2jSwKQBouf0brIcxGfA9CZ,0.269,0.669,0.72,0.861,11,5.11E-06,0.601,-4.339,0.209,126.991,200013,happy
spotify:track:6F5c58TMEs1byxUstkzVeM,0.00487,0.455,0.554,0.772,7,6.60E-06,0.354,-4.821,0.0418,179.984,223546,happy
spotify:track:1gv4xPanImH17bKZ9rOveR,0.0048,0.625,0.7,0.709,7,0,0.0289,-5.006,0.0839,122.019,202960,happy
spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,0.0317,0.121,0.699,0.529,2,3.59E-05,0.285,-7.548,0.0487,119.987,206167,happy
spotify:track:2fQxE0jVrjNMT9oJAXtSJR,0.0117,0.781,0.758,0.557,7,0,0.0418,-4.568,0.034,126.986,231840,happy
spotify:track:7EQGXaVSyEDsCWKmUcfpLk,0.00498,0.801,0.711,0.7,1,0.000125,0.215,-4.805,0.046,128.001,211920,happy
spotify:track:5G2c6FsfTzgYUzageCmfXY,0.00233,0.656,0.713,0.718,2,0,0.0838,-3.806,0.0278,126.999,197600,happy
spotify:track:0Hf4aIJpsN4Os2f0y0VqWl,0.039,0.542,0.673,0.758,7,0,0.341,-3.632,0.158,135.956,229507,happy
spotify:track:2iJuuzV8P9Yz0VSurttIV5,0.019,0.501,0.772,0.685,5,8.96E-05,0.131,-6.849,0.0696,130.033,283400,happy
spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.0185,0.926,0.704,0.859,5,0,0.0215,-4.877,0.0996,105.115,217289,happy
spotify:track:5vTPxzm4h2bY9rYyVrGEU5,0.123,0.851,0.706,0.728,7,0,0.185,-3.602,0.0852,121.017,201600,happy
spotify:track:57F80059mWaWFvWG3tBTbO,0.000323,0.357,0.583,0.768,9,0.0162,0.109,-6.477,0.041,127.952,320547,happy
spotify:track:5dW1VZPcFqB4n0P08rGDgm,0.0669,0.811,0.847,0.678,9,0,0.274,-8.635,0.109,97.984,200594,happy
spotify:track:5QhBKPqsnX1uY9fZNaAtZg,0.128,0.842,0.707,0.923,11,0.000437,0.273,-3.957,0.0521,108.049,203000,happy
spotify:track:3sP3c86WFjOzHHnbhhZcLA,0.23,0.569,0.651,0.695,6,0,0.144,-3.218,0.0487,123.008,205347,happy
spotify:track:03UrZgTINDqvnUMbbIMhql,0.00417,0.749,0.727,0.937,11,0,0.091,-2.871,0.286,132.067,219493,happy
spotify:track:2LEF1A8DOZ9wRYikWgVlZ8,0.0588,0.684,0.706,0.89,1,0.00286,0.306,-4.444,0.0688,128.011,248133,happy
spotify:track:2JspTyNrtza7aTt3jBhTFr,0.0119,0.308,0.844,0.748,1,0.118,0.0744,-5.578,0.0831,130.003,254333,happy
spotify:track:2vAJzMPjMoTROtntmZoaIb,0.033,0.814,0.895,0.725,7,0.0516,0.0304,-6.966,0.226,100.017,182413,happy
spotify:track:4lCv7b86sLynZbXhfScfm2,0.139,0.649,0.638,0.826,8,0,0.0803,-4.968,0.0479,124.072,227880,happy
spotify:track:0mM39ptTtRKkeSfwsFKFxt,0.0432,0.779,0.645,0.795,11,0,0.0491,-4.914,0.0985,197.683,227240,happy
spotify:track:0X85L0csrSMt6mt4qgvd20,0.0919,0.783,0.95,0.681,7,0,0.0588,-4.326,0.0505,128.008,189280,happy
spotify:track:1XZa6MDzWqCTeNATvtxzZY,0.0349,0.966,0.744,0.916,0,0,0.253,-4.911,0.0563,79.456,228004,happy
spotify:track:28jHD8xBLnN8esbroQ6zz8,0.102,0.764,0.781,0.723,11,0,0.162,-5.564,0.107,104.972,227880,happy
spotify:track:55qBw1900pZKfXJ6Q9A2Lc,0.0132,0.605,0.719,0.804,10,3.02E-06,0.139,-4.581,0.0355,119.999,227760,happy
spotify:track:1ERCOXHQcoLSTlgmNTlcrR,0.199,0.513,0.717,0.792,0,0,0.423,-2.703,0.0393,126.975,222200,happy
spotify:track:0ikz6tENMONtK6qGkOrU3c,0.272,0.9,0.62,0.574,0,0,0.0607,-11.893,0.0421,81.548,231333,happy
spotify:track:0r4SsYcwvd8URat6AS2m6f,0.133,0.799,0.694,0.712,7,0,0.211,-3.923,0.046,98.022,201122,happy
spotify:track:2JSd29ATGEql12Ecx0UTnA,7.11E-05,0.458,0.32,0.832,1,0.104,0.0633,-4.512,0.104,218.535,149840,happy
spotify:track:6Z8R6UsFuGXGtiIxiD8ISb,0.000176,0.766,0.655,0.819,0,0.00374,0.104,-4.852,0.0316,117.956,192790,happy
spotify:track:3DXdjHnePKnh6oXw2ZgGSl,0.0238,0.749,0.783,0.912,0,0,0.339,-3.713,0.243,98.025,166898,happy
spotify:track:7mlGufYKRiJEO2dglocn6o,0.0837,0.53,0.774,0.85,0,0,0.193,-4.436,0.0326,127.031,220440,happy
spotify:track:4Q7fEjeCZgU8oxjbLWrm7L,0.0957,0.21,0.537,0.85,7,0.0123,0.113,-10.314,0.0712,163.625,216333,happy
spotify:track:6V9KsnGcteAK9BFG6SGkU4,0.0867,0.155,0.51,0.758,6,0.521,0.156,-10.303,0.0408,164,213467,happy
spotify:track:0yx5eBLk3AGOH5EruCqLDx,0.0156,0.484,0.578,0.631,4,0.488,0.0578,-11.93,0.0415,163.883,213240,happy
spotify:track:1GVXDkz0Ky0LvOBh3u478h,0.00832,0.0378,0.5,0.885,6,0.000282,0.156,-10.834,0.0546,170.674,263720,happy
spotify:track:1X7654uBsdVKnZAqyIJT7y,8.04E-05,0.38,0.51,0.962,5,0.203,0.339,-6.268,0.0537,180.375,227040,happy
spotify:track:5LLHCikzrlxc1STuEyal6p,0.00305,0.448,0.521,0.932,11,0.0417,0.11,-5.84,0.0451,181.982,224560,happy
spotify:track:2YsSQIQjeMbqk7RLTQg7u9,0.0143,0.741,0.512,0.971,5,0.152,0.146,-4.804,0.0506,182.028,228333,happy
spotify:track:7h2jT3YLmtDAxf4cF6rSQu,0.018,0.607,0.786,0.9,0,0.0145,0.0351,-7.751,0.0408,135.023,214667,happy
spotify:track:2rVyiz7vhBgs9vd7nuoucc,0.0433,0.698,0.641,0.876,1,0.485,0.0347,-7.372,0.0288,137.99,222613,happy
spotify:track:0woKJf9JmTwjS69OebfYyw,0.00272,0.264,0.47,0.725,4,0.139,0.221,-10.141,0.0471,164.881,205133,happy
spotify:track:6NQNuW1OMKperUxNWKWokh,0.0406,0.177,0.449,0.814,7,0.114,0.121,-13.092,0.0499,163.569,427533,happy
spotify:track:3DmovoXSEvVuAsg18npXJS,0.0196,0.222,0.5,0.872,10,0.909,0.0691,-7.79,0.0532,166.354,224827,happy
spotify:track:37L7FaD5deVryL9P8wYjlA,0.341,0.22,0.536,0.979,8,6.07E-05,0.0835,-4.54,0.0881,172.968,215192,happy
spotify:track:4qAu9FbxaULlca8tvHI8Tl,0.0143,0.497,0.67,0.765,4,0.872,0.104,-15.563,0.0482,141.049,239462,happy
spotify:track:1JP3qJFZ27qAcc10jravyc,0.00748,0.195,0.771,0.562,5,0.153,0.0702,-6.288,0.0509,130.997,323147,happy
spotify:track:3DFjdK2An4cWGJZngIyI6S,0.098,0.493,0.699,0.981,0,0.536,0.123,-5.936,0.0348,139.995,220227,happy
spotify:track:0S7djODazyFdFe2OHuvASz,0.016,0.0573,0.512,0.678,1,0.602,0.0465,-12.862,0.0336,171.664,227987,happy
spotify:track:4oNGIP8ivrEI9rGzfJp8eQ,0.0143,0.473,0.676,0.883,11,0.183,0.173,-6.321,0.0495,139.352,220400,happy
spotify:track:6Lg1GvSIe1Tr1EHsM76aEj,0.00079,0.141,0.794,0.645,7,0.903,0.0487,-7.926,0.0981,131.973,213440,happy
spotify:track:0r5KVcXo0oJZjxmyIdcDvc,0.00641,0.628,0.791,0.694,4,0.000496,0.103,-8.414,0.107,144.43,234413,happy
spotify:track:3AEC9hwysrqVGvVvgCdo6B,0.00303,0.441,0.585,0.933,8,0.0196,0.0653,-5.097,0.0346,162.966,327497,happy
spotify:track:673Yit8at9JmZoxB8hvsSl,0.000621,0.873,0.841,0.538,7,0.00983,0.0924,-16.227,0.065,131.549,403087,happy
spotify:track:6x6G0shZs4Qg4YLfLbhR7z,0.0247,0.715,0.74,0.946,0,0.242,0.124,-11.681,0.0353,137.015,364400,happy
spotify:track:3UPBOL5UtCZmJRwioMkfLD,0.00683,0.843,0.663,0.925,9,0.703,0.185,-6.775,0.0449,132.687,221160,happy
spotify:track:1IeddNzJDViFblQ6RnhkEd,0.107,0.683,0.863,0.986,1,0.738,0.0204,-7.167,0.0405,138.079,228147,happy
spotify:track:4rino0wsmUcK36Ro4CCrke,0.0635,0.265,0.464,0.971,9,0.000108,0.073,-5.546,0.26,140.179,207067,happy
spotify:track:4oYGXCGavXcyKkZuebDL8u,0.0795,0.877,0.499,0.984,11,0.178,0.0836,-6.239,0.0392,165.944,217213,happy
spotify:track:66IoCWZ7MXKNbINpmgxI77,0.00823,0.0901,0.367,0.748,1,0.691,0.977,-9.513,0.139,172.194,317773,happy
spotify:track:52q8ulV6zw5EdslEV5eBme,0.246,0.143,0.555,0.978,8,0.000131,0.112,-7.357,0.0551,173.005,216107,happy
spotify:track:6b6ZzRTt9t6ON7rnldIsTY,0.329,0.34,0.517,0.99,8,0.0034,0.341,-6.998,0.0732,170.984,226867,happy
spotify:track:75CLNW6Goi8LZ6rYGDmfHS,0.196,0.568,0.601,0.955,11,0.898,0.25,-4.338,0.0517,171.579,188003,happy
spotify:track:6ZLoBzhrumsNY2b8znlqr5,0.182,0.0663,0.585,0.967,8,0.0647,0.188,-6.521,0.192,182.963,318903,happy
spotify:track:2CWMxiPI1Pdz4gzwf4VsPI,0.176,0.765,0.649,0.981,7,0.0681,0.317,-8.608,0.0401,135.032,201053,happy
spotify:track:2Qzq9wJtrEYdWgxXiUFjsP,0.0329,0.403,0.639,0.981,1,0.743,0.33,-7.371,0.0489,140.979,212547,happy
spotify:track:46T7WAIHdt9v6xsqtWU6CH,0.233,0.35,0.802,0.855,11,0.00148,0.0959,-6.158,0.0413,141.02,213893,happy
spotify:track:6FcHtmNpVr2pRSTtHkpj1q,0.00724,0.363,0.702,0.697,8,0.000456,0.0821,-8.919,0.0567,146.22,213560,happy
spotify:track:3qLhHLgFCvq6YEzqZhCPEd,0.13,0.501,0.739,0.999,7,0.00224,0.28,-5.077,0.0803,139.982,185133,happy
spotify:track:2k5KFRu2Ts1JZrDYZLKz7y,0.00137,0.5,0.693,0.916,0,0.000579,0.0849,-4.966,0.0324,133.988,216000,happy
spotify:track:4BSvTEX3hAVy9p2DYxixQb,0.146,0.586,0.528,0.965,11,0.987,0.105,-7.976,0.0464,136.089,227667,happy
spotify:track:45e8T07myBjutIx2xh8Kq5,0.00352,0.762,0.674,0.772,8,0.8,0.256,-9.69,0.0659,136.969,218493,happy
spotify:track:1CgbwsrNDlFrRuk2ebQ7zr,0.0276,0.754,0.672,0.941,9,0.926,0.149,-6.427,0.0494,130.218,193880,happy
spotify:track:0ygoI3HcoGScxt879A23Uk,0.146,0.57,0.711,0.937,10,0.763,0.324,-5.314,0.0351,134.21,221160,happy
spotify:track:2F0h9qvjJPbmZGpzE8dRxF,0.00121,0.345,0.553,0.962,10,0.195,0.0979,-8.253,0.0418,140.081,264187,happy
spotify:track:6yh1qchbwcuiCNVBF16bRE,0.116,0.319,0.432,0.832,11,0.61,0.395,-5.825,0.0398,137.699,202627,happy
spotify:track:1QrhZv6j2zG457NcGY3zBN,0.133,0.925,0.711,0.957,11,0.109,0.166,-6.397,0.0428,136.489,232640,happy
spotify:track:5erpKW9e9MxokrjehVVJK7,0.00226,0.0979,0.699,0.999,10,0.684,0.323,-4.237,0.163,140.007,220920,happy
spotify:track:2mN6HgN5Cm4slbh35jiDOa,0.00281,0.493,0.633,0.976,8,1.29E-05,0.382,-5.362,0.0519,142.027,197124,happy
spotify:track:4Fqm5rqB0WMx0hPOwgRjFr,0.00328,0.612,0.701,0.979,7,0.308,0.416,-4.861,0.048,134.013,263163,happy
spotify:track:3M8Udb8BCORTooCQAjo4R2,0.171,0.936,0.771,0.938,9,0.00664,0.0846,-6,0.0288,130.028,221693,happy
spotify:track:2es5efbIHrLOLcdmBmpoiR,0.000223,0.479,0.576,0.828,0,0.822,0.35,-8.883,0.0327,137.968,212493,happy
spotify:track:7cR6SJQLubZTtIrAgteiec,0.00112,0.534,0.523,0.888,6,0.0692,0.46,-8.715,0.0359,144.021,234933,happy
spotify:track:3BdrZYyNJvBqcCHPfzYuia,0.133,0.96,0.741,0.973,8,0.435,0.355,-6.716,0.0475,137.866,234200,happy
spotify:track:4BhMTxVXvyUhqiJrgKm3wv,0.00487,0.351,0.568,0.972,7,0,0.119,-6.094,0.102,134.913,187267,happy
spotify:track:2bd1FeFKgVACAUhcuyf9cC,0.392,0.307,0.566,0.796,11,2.28E-05,0.0701,-6.252,0.0777,140.489,174773,happy
spotify:track:0ZqveF2rEFlz2oqF2xrriP,0.0173,0.825,0.74,0.876,6,0.00152,0.0785,-6.87,0.0369,127.002,285427,happy
spotify:track:77DBnoXYTP9HNMunNaUqch,0.0606,0.31,0.564,0.999,7,0.259,0.117,-6.179,0.447,165.264,219080,happy
spotify:track:1tZL5aX8SfaCdqL5ML6O4f,0.00553,0.763,0.565,0.959,0,0.00314,0.269,-7.653,0.0401,159.762,224667,happy
spotify:track:0FkLMOUTkSTPSAYkIXQ579,0.0775,0.742,0.637,0.878,7,0.0227,0.364,-4.449,0.0302,139.053,242053,happy
spotify:track:7L8um79PKfAhsTNAE19kqG,0.426,0.453,0.425,0.93,0,0,0.49,-4.517,0.115,169.94,206906,happy
spotify:track:55bk1g1sre9FVWo5LeYvCx,0.00692,0.441,0.642,0.925,10,0.678,0.66,-9.927,0.0572,139.976,202013,happy
spotify:track:4iLL2yVVG19TAJYssbMeBT,0.0346,0.329,0.631,0.912,9,0.554,0.0729,-7.591,0.0361,138.043,216360,happy
spotify:track:2PVqPbRv7mlCp2JYzDeMsc,0.000125,0.262,0.475,0.941,1,0.0102,0.276,-7.042,0.0345,167.973,213113,happy
spotify:track:0XSwZFXyTdwT9aej6up974,0.03,0.541,0.582,0.893,5,0.058,0.201,-8.932,0.0508,143.953,203600,happy
spotify:track:04zrPERrSO4CfyargthKJ9,0.0734,0.961,0.821,0.833,3,0.544,0.0739,-8.291,0.0821,132.975,255547,happy
spotify:track:72SpPFrMYCXLB3Fbw9tEgf,0.0011,0.601,0.571,0.953,8,0.000606,0.226,-5.601,0.0548,137.965,233600,happy
spotify:track:6lvFs3N7G8PsKcbJM2mopR,0.0129,0.485,0.749,0.979,1,0.181,0.68,-6.531,0.0511,137.991,410125,happy
spotify:track:3kgJepRrGMc5nq4LbtFg2B,0.00203,0.646,0.591,0.894,2,0.000159,0.0833,-6.236,0.0651,171.389,246107,happy
spotify:track:7xR6hQnqYOjpBu343MRMqa,0.00292,0.777,0.577,0.872,10,0.00827,0.346,-7.769,0.0457,150.066,226933,happy
spotify:track:3e9L9HiHKcfYLAga28Vmcf,0.0271,0.38,0.643,0.981,7,8.93E-05,0.11,-6.644,0.0439,140.01,220973,happy
spotify:track:1AFCfG17PPf29y3xEW9uuR,0.00943,0.039,0.425,0.862,5,0.0091,0.418,-11.661,0.0356,180.711,296040,happy
spotify:track:6mdE6vnN7hlJcIJDxcabDD,0.00257,0.19,0.573,0.845,4,0.67,0.0699,-12.099,0.0553,165.018,396933,happy
spotify:track:2zhGnnDewN4kBsVzbqjBtX,0.00139,0.104,0.492,0.901,2,0.0486,0.186,-7.03,0.045,143.014,208933,happy
spotify:track:417MeJ40upxxf3aNlr5Xbi,0.0107,0.37,0.487,0.994,8,0.00492,0.969,-12.159,0.085,160.859,210200,happy
spotify:track:05WDrfaQLOUVmxdrPP7lu3,0.0189,0.112,0.517,0.905,1,0.887,0.0894,-5.476,0.0364,168.037,210141,happy
spotify:track:209yd0Hp4hxATSQcAMDntO,0.0118,0.496,0.694,0.84,9,0.0888,0.0505,-8.143,0.0401,138.02,480893,happy
spotify:track:3eC2s2fPKjle0EYdxMpdw6,0.00079,0.121,0.679,0.976,3,0.794,0.137,-8.177,0.0316,139.02,214274,happy
spotify:track:65OXGbKBQ8gUyJvUd0jNpf,0.0134,0.968,0.811,0.935,11,0.411,0.0244,-4.595,0.0407,138.479,202571,happy
spotify:track:4KjXkB31IrgmVimunoVrts,0.00786,0.656,0.547,0.993,9,0.00119,0.362,-5.565,0.0604,139.886,211040,happy
spotify:track:4XZwpHpscrMkbpQPqjnwRJ,0.0438,0.764,0.868,0.537,10,0.633,0.0604,-9.038,0.0783,125.02,299333,happy
spotify:track:47BPp5TPDpl0wCXB0FWXvg,0.00364,0.493,0.777,0.931,1,0.865,0.0602,-8.543,0.0509,137.871,271569,happy
spotify:track:0fXy5mDtuSBtBMkNtAUhG6,0.00654,0.878,0.634,0.834,0,0.015,0.0651,-7.688,0.0344,137.968,226667,happy
spotify:track:1sDesAUsYOaaxcBU8rPQMa,0.000984,0.282,0.764,0.874,7,0.397,0.0499,-6.705,0.0568,140.025,277675,happy
