uri,acousticness,valence,danceability,energy,key,instrumentalness,liveness,loudness,speechiness,tempo,duration_ms,mood
spotify:track:7wcP2Aa2SliFhwi4SyfvfV,0.212,0.544,0.31,0.629,9,0.00894,0.122,-10.057,0.0484,152.276,371707,happy
spotify:track:7JFoeg0arawADjGcz9gBnq,0.717,0.476,0.464,0.46,11,0,0.151,-6.874,0.0393,143.603,259093,happy
spotify:track:5LV3AJZ7KOKCpoou8kny79,0.715,0.67,0.456,0.383,9,0,0.127,-9.516,0.0263,82.026,190040,happy
spotify:track:3wpLkju0bJy89kjgdRys0j,0.165,0.98,0.694,0.831,9,0.000892,0.25,-7.288,0.0301,125.901,215080,happy
spotify:track:5Yq58BC5k14EVUJ63cmg8g,0.494,0.767,0.483,0.439,5,0,0.104,-11.756,0.0304,147.07,193040,happy
spotify:track:6suCI1pLqqvVVLLvLzjoKc,0.0894,0.668,0.679,0.601,7,0,0.0617,-11.758,0.0313,114.388,235800,happy
spotify:track:5Vrczz39CvlD3OGCa6utoA,0.156,0.872,0.82,0.464,11,0,0.101,-8.45,0.0481,109.374,207307,happy
spotify:track:12q3V8ShACq2PSWINMc2rC,0.498,0.811,0.45,0.441,9,0.00562,0.133,-12.718,0.0352,208.282,233173,happy
spotify:track:1hR3TNe1neCWRQatSVOFfX,0.316,0.784,0.688,0.506,0,0.69,0.0611,-13.311,0.0408,108.753,182533,happy
spotify:track:2kyVQg00pphEufGT59M2XH,0.726,0.208,0.528,0.233,8,0.000108,0.122,-15.362,0.0346,89.044,273933,happy
spotify:track:2zI3bUYn2pcF27of6i2oqK,0.0737,0.936,0.574,0.664,5,0,0.22,-11.5,0.0346,122.956,215667,happy
spotify:track:1HOMkjp0nHMaTnfAkslCQj,0.0589,0.897,0.586,0.7,0,0.00125,0.0318,-9.558,0.0363,147.245,295400,happy
spotify:track:47eSFHsPDVJwssTTG62Af3,0.0544,0.849,0.758,0.841,0,0.000153,0.103,-7.509,0.0319,114.487,287440,happy
spotify:track:6mHOcVtsHLMuesJkswc0GZ,0.512,0.695,0.625,0.758,5,0.00022,0.153,-6.213,0.0463,119.719,251253,happy
spotify:track:2LScqpywMqGcnum6nNaxXX,0.127,0.49,0.454,0.769,2,3.29E-06,0.175,-7.653,0.0815,122.536,273867,happy
spotify:track:4lvNaO9CiRQN5AgGvBmuKx,0.0326,0.937,0.663,0.907,0,0.559,0.0765,-8.625,0.0417,125.723,226907,happy
spotify:track:6RMo3zv9VjmcGi4V5O3cOL,0.157,0.966,0.669,0.514,9,6.97E-06,0.095,-11.503,0.0293,132.955,172733,happy
spotify:track:34K7nU8EWQIRI93RfqhdRJ,0.164,0.965,0.64,0.874,0,0.000141,0.0775,-5.772,0.0317,128.395,229173,happy
spotify:track:5gOd6zDC8vhlYjqbQdJVWP,0.0929,0.421,0.497,0.349,7,0.028,0.259,-14,0.0297,113.762,365627,happy
spotify:track:4uCbetXW9LStYPUjCpBVp9,0.545,0.561,0.474,0.473,2,1.25E-06,0.0356,-11.454,0.0601,77.583,199267,happy
spotify:track:1O0xeZrBDbq7HPREdmYUYK,0.706,0.852,0.697,0.676,7,0,0.0824,-10.742,0.0402,148.072,182240,happy
spotify:track:064SVQsmWl5EF0zahmzkQk,0.0611,0.946,0.679,0.553,3,7.16E-06,0.139,-14.687,0.0316,109.071,198760,happy
spotify:track:0DcrhZ12WcCqruCs8ibXSf,0.633,0.623,0.681,0.373,2,0.00113,0.0751,-13.2,0.0568,123.423,164733,happy
spotify:track:4nXkbcTj3nyww1cHkw5RAP,0.0916,0.843,0.575,0.912,7,0.00211,0.0562,-7.275,0.0393,117.399,207267,happy
spotify:track:4o7pdbMDw6XwfXZFCZDoUH,0.064,0.914,0.756,0.687,11,0,0.25,-7.76,0.0435,106.247,178093,happy
spotify:track:1CAO7hiNOxJRPW4nFv2aRO,0.373,0.825,0.673,0.673,1,0.0265,0.206,-13.941,0.0493,119.994,198933,happy
spotify:track:4EEjMyQub6tgFVshlM9j1M,0.711,0.861,0.8,0.545,2,0.00191,0.104,-13.637,0.0357,124.943,250933,happy
spotify:track:4pCNJwixy2ImFncaPY2yE2,0.354,0.926,0.621,0.788,4,0,0.305,-4.326,0.0314,129.62,205493,happy
spotify:track:75PHqzep3Lf11sIYP5ps5q,0.232,0.854,0.627,0.875,0,0.475,0.0759,-10.291,0.0741,110.521,250240,happy
spotify:track:2M2WJ7gBlcKNxdhyfPp9zY,0.447,0.97,0.784,0.713,0,0.14,0.0904,-6.865,0.0339,115.443,220560,happy
spotify:track:4t0Pj3iBnSCZv5pDEPNmzG,0.155,0.734,0.811,0.545,7,0.0853,0.156,-12.969,0.0579,105.911,222267,happy
spotify:track:0G3fbPbE1vGeABDEZF0jeG,0.149,0.893,0.87,0.657,2,0.0102,0.053,-7.32,0.0522,110.596,495400,happy
spotify:track:5uuJruktM9fMdN9Va0DUMl,0.0435,0.933,0.814,0.672,9,0,0.061,-12.068,0.0619,109.394,300000,happy
spotify:track:1tMi57U5Nkk6qRZSNwbzQr,0.527,0.815,0.706,0.538,9,0.143,0.388,-9.188,0.0406,104.899,271427,happy
spotify:track:6pMHMzwTsWIxLigr54GGVm,0.169,0.892,0.594,0.906,1,0.00122,0.0778,-5.536,0.0594,104.411,200053,happy
spotify:track:7fu3Tv5rcoGD1PZV7s57WW,0.257,0.885,0.597,0.581,3,0,0.105,-9.72,0.0449,107.202,202573,happy
spotify:track:7qQzkUWsbvoTDbNpW3FHQu,0.0266,0.965,0.605,0.881,9,3.28E-06,0.81,-4.891,0.0462,117.178,389760,happy
spotify:track:0klZpFX0a84jdkqzPNrLQs,0.233,0.819,0.643,0.909,11,0,0.081,-8.467,0.0958,102.203,209733,happy
spotify:track:69l8nFPu0LWmnoJX7YSVYc,0.681,0.445,0.695,0.282,9,0.0267,0.0767,-15.359,0.0295,91.681,268707,happy
spotify:track:703RBHUEEi5c4o4YUXAM9Q,0.0916,0.972,0.549,0.547,11,2.26E-06,0.205,-8.681,0.0452,129.814,177800,happy
spotify:track:7e89621JPkKaeDSTQ3avtg,0.181,0.886,0.596,0.605,7,0.000331,0.0863,-12.145,0.0255,97.798,283800,happy
spotify:track:10R3y9QoUP29eVlED6Chth,0.108,0.804,0.579,0.653,11,0,0.239,-12.453,0.182,109.312,200267,happy
spotify:track:6gvfXd7pEUSPuNEMWwOJUH,0.154,0.93,0.777,0.581,1,0,0.11,-10.129,0.0517,123.1,180360,happy
spotify:track:1KbuhBnzMHp4eq1q6flhWd,0.191,0.379,0.393,0.792,8,0.00364,0.376,-5.076,0.0448,98.757,215200,happy
spotify:track:6zbFTYeqNvZdms60HouEFT,0.137,0.92,0.671,0.776,10,0.00649,0.394,-11.414,0.0282,112.629,317160,happy
spotify:track:5fj78iX50sJsDyXUxAqcvL,0.376,0.743,0.53,0.56,0,0,0.0904,-7.618,0.0303,126.182,203200,happy
spotify:track:6ztstiyZL6FXzh4aG46ZPD,0.0843,0.963,0.802,0.756,2,0.00765,0.0521,-10.791,0.0349,131.715,288293,happy
spotify:track:1WZ7nC1GSk8rCF3X4cRiOv,0.000126,0.756,0.424,0.728,0,0.314,0.209,-7.79,0.0378,130.583,208693,happy
spotify:track:39OKbfmScJ6dVMyqLScPJy,0.617,0.629,0.748,0.644,2,3.39E-05,0.0764,-9.363,0.059,124.347,216907,happy
spotify:track:2vaHFRlL8eLXKLhZ47CtpO,0.00635,0.965,0.832,0.735,0,0.0342,0.0702,-13.937,0.0319,120.455,314760,happy
spotify:track:0MyIylf4K3KsvC6aunpP9O,0.103,0.793,0.821,0.864,2,0.00466,0.332,-7.245,0.0332,123.315,712387,happy
spotify:track:5IKLwqBQG6KU6MP2zP80Nu,0.3,0.819,0.784,0.893,7,1.57E-05,0.272,-5.153,0.0923,118.738,216733,happy
spotify:track:5SAUIWdZ04OxYfJFDchC7S,0.0983,0.89,0.632,0.586,0,0.581,0.0535,-11.333,0.0284,114.243,342173,happy
spotify:track:0SdfUMRHhcjxrMv5d9V1UP,0.0228,0.858,0.701,0.868,1,1.11E-05,0.189,-7.306,0.0371,128.237,250880,happy
spotify:track:7xHKR0iIlyr5G8MhVkZumZ,0.109,0.945,0.753,0.762,7,0.832,0.0264,-11.589,0.0298,76.282,178893,happy
spotify:track:2pA1xHmhDxle8pPhhIaWCp,0.324,0.868,0.55,0.622,0,0.00247,0.12,-11.304,0.114,213.654,169840,happy
spotify:track:702Xo5V8OhlY2cQEczCT2j,0.254,0.958,0.753,0.632,5,0.653,0.228,-12.476,0.0382,124.702,206093,happy
spotify:track:59NmO4Ig7vaT6zMtLtszmJ,0.000123,0.233,0.249,0.939,2,4.24E-06,0.214,-9.152,0.259,156.994,208627,happy
spotify:track:7GK2KVYH8FrTC9zehmjVMd,0.0661,0.968,0.781,0.556,5,0.0907,0.0339,-13.067,0.0611,125.999,491933,happy
spotify:track:1Hfm2cnD1jjv1Fl7tBGTQW,0.00466,0.968,0.893,0.611,2,0.0079,0.0284,-12.061,0.044,121.123,235680,happy
spotify:track:6120uJUyg6QDzaAJUosTx5,0.0019,0.914,0.689,0.805,2,8.23E-05,0.0683,-11.199,0.0429,140.791,250520,happy
spotify:track:3XIEWK1V9n25PS9Vb6axj5,0.0846,0.809,0.704,0.867,2,0,0.206,-5.808,0.0315,131.467,188133,happy
spotify:track:6393Du1axGG1NvAMq0OcfU,0.117,0.502,0.458,0.595,11,0,0.506,-9.912,0.217,89.571,213622,happy
spotify:track:76gUmNLXGQVOsGhfcshkFP,0.245,0.33,0.839,0.521,7,0.00545,0.607,-10.45,0.166,105.992,205163,happy
spotify:track:3z4CGd63tpUn9a6oQSG0CI,0.271,0.55,0.812,0.496,9,0,0.0955,-5.969,0.297,109.979,241293,happy
spotify:track:0aHV99VipGqb8uwnMTxbYh,0.0432,0.745,0.783,0.705,1,7.92E-05,0.0561,-5.669,0.178,97.987,190217,happy
spotify:track:3XQvocnKfdOlLYpe78kzxl,0.126,0.463,0.756,0.417,11,4.43E-05,0.375,-12.201,0.384,180.062,216092,happy
spotify:track:0SSq1YWOYKNrAAbyhOH3Qv,0.156,0.786,0.758,0.786,4,0,0.0658,-4.897,0.108,83.495,234587,happy
spotify:track:1sBX7EfLOgP3u6gHJBSqQg,0.202,0.7,0.922,0.666,3,0.00386,0.105,-4.97,0.0609,110.015,179775,happy
spotify:track:7sd72KZS8D59g5NmhxyHpJ,0.0342,0.789,0.906,0.638,10,1.70E-05,0.0725,-7.917,0.256,99.959,191502,happy
spotify:track:1IpuFEkmGebIcT0xkJOxPW,0.139,0.748,0.784,0.629,5,3.79E-06,0.126,-8.872,0.0544,99.016,121515,happy
spotify:track:6BtXtwOOy9CfpdlClUscJv,0.0127,0.682,0.864,0.876,6,1.74E-05,0.0749,-2.418,0.0646,104,189107,happy
spotify:track:1k65BavLispRXs7vzBuRLV,0.197,0.609,0.767,0.499,11,2.65E-06,0.194,-7.819,0.133,104.061,196185,happy
spotify:track:1j0pT5fHGu3LVJmR6WoK3l,0.166,0.316,0.829,0.617,1,0.000303,0.101,-7.872,0.0453,110.034,153313,happy
spotify:track:6DXEZzM4wBa3EOl0NCNSvz,0.387,0.842,0.579,0.579,11,0,0.17,-6.787,0.394,104.757,181413,happy
spotify:track:70eehEqNug7oAhozjhG21t,0.178,0.758,0.813,0.701,10,0,0.0962,-4.428,0.0449,110.009,214253,happy
spotify:track:6xW2g0c5uSoa3S6xk9eI4j,0.178,0.902,0.856,0.721,6,2.14E-05,0.0913,-6.813,0.0779,100.98,230151,happy
spotify:track:06BD7TeUR6mYbF6cWyzvZt,0.0519,0.638,0.845,0.575,4,4.66E-06,0.0881,-6.525,0.0898,108.036,271040,happy
spotify:track:5nUiz96J8ZSmwoSuL4sGvh,0.182,0.756,0.747,0.624,2,0,0.0864,-5.532,0.0864,97.053,195074,happy
spotify:track:4lICAx8Aqp6rRV2jfklUYu,0.423,0.929,0.744,0.679,11,2.36E-06,0.0971,-5.111,0.0333,104.027,244615,happy
spotify:track:32YnFyOGhRmqXXuuGcf4yp,0.162,0.883,0.907,0.478,5,5.98E-06,0.075,-7.356,0.11,102.959,139806,happy
spotify:track:4WLYj516jLlTD6Uhs7MSgy,0.00813,0.248,0.626,0.605,4,0,0.164,-5.321,0.237,178.065,178054,happy
spotify:track:2XlHu0HcujBCkWMdIAvrqt,0.0533,0.375,0.726,0.535,7,1.38E-05,0.0984,-7.804,0.0476,98.067,216558,happy
spotify:track:3Hc5FvTzjtxF7DmOK6MaXV,0.029,0.558,0.757,0.899,6,1.82E-05,0.303,-4.301,0.0442,105.163,198857,happy
spotify:track:1090OWoP6JTpYAaSSEBvGy,0.281,0.886,0.868,0.521,1,6.36E-05,0.0992,-6.902,0.0512,113.993,206316,happy
spotify:track:3FskQrDXcY24ur2fCvz35O,0.0181,0.344,0.503,0.592,5,0.00014,0.169,-5.923,0.444,201.85,231618,happy
spotify:track:2sqsNXfN0HtgDEgaHXiUTa,0.0824,0.329,0.915,0.588,7,0.000169,0.104,-6.302,0.0677,123.936,218710,happy
spotify:track:1qNz5rynw3I9LU8uQRETsO,0.0794,0.899,0.814,0.764,0,0.0174,0.0696,-7.944,0.053,125.026,224680,happy
spotify:track:3uTe5oVxtAO1cnsJm4uFCJ,0.345,0.62,0.853,0.822,10,0.000114,0.13,-5.917,0.212,102.82,207379,happy
spotify:track:099tjv6oy2opbpCOA3nBwX,0.216,0.536,0.767,0.643,5,0.000104,0.0806,-5.225,0.101,169.99,192452,happy
spotify:track:2PebmrsrzbKxn4worrNdrx,0.162,0.719,0.898,0.622,5,0.00229,0.0944,-6.517,0.0785,100.017,155138,happy
spotify:track:0VKkyBKCXyR99navhVRqcP,0.16,0.602,0.769,0.838,2,0,0.0935,-5.238,0.0633,93.996,249609,happy
spotify:track:4tAX2qe0TX7O69B65OQmCg,0.112,0.751,0.709,0.507,6,0.0133,0.0505,-8.47,0.0929,203.981,169413,happy
spotify:track:4bro6XcuTPaPM61tCCdto8,0.0228,0.5,0.83,0.822,4,4.14E-06,0.0922,-4.571,0.0471,96.955,141031,happy
spotify:track:6tgEc2O1uFHcZDKPoo6PC8,0.0846,0.548,0.647,0.732,2,0,0.597,-5.846,0.0891,67.295,222529,happy
spotify:track:3u25dhBZ80h0TFewO29Wqb,0.14,0.759,0.672,0.711,11,0,0.151,-4.652,0.316,86.747,221867,happy
spotify:track:5f14ylFBAuwqVHXvafqtmd,0.404,0.612,0.629,0.601,10,0,0.0582,-7.508,0.309,199.921,211853,happy
spotify:track:2JbO1rep5Um3RAKB8szQrR,0.181,0.291,0.534,0.563,7,0,0.0525,-7.845,0.312,102.999,204827,happy
spotify:track:5NpET8pwPjwxU2XD1W4rT5,0.167,0.811,0.933,0.515,2,0,0.0446,-6.731,0.139,110.014,189699,happy
spotify:track:6cTLhp8a39TClL2iqGpPVc,0.146,0.901,0.644,0.748,9,0.000346,0.203,-5.862,0.0349,100.037,216243,happy
spotify:track:0PXukVbYpvz40KcEFKnIw7,0.202,0.324,0.961,0.461,9,0.00402,0.162,-8.684,0.27,108.028,207640,happy
spotify:track:1PoJXULCvl03b1fiZmMxmd,0.692,0.937,0.816,0.781,1,0.00935,0.0835,-4.237,0.0425,99.95,185899,happy
spotify:track:7cz506PyIgh2bMN90Mc8Tn,0.00915,0.456,0.887,0.765,2,0.000872,0.0907,-5.207,0.0669,102.958,177186,happy
spotify:track:54ddFMbGCrLfS7nJOE0xbO,0.0729,0.549,0.589,0.445,1,0,0.265,-10.036,0.397,99.053,203643,happy
spotify:track:5CWaYPulpYMRRl1ToR6yO7,0.15,0.74,0.714,0.702,8,0,0.0993,-4.544,0.264,126.511,270316,happy
spotify:track:1TCMIBKmQGJ27Rm04bs7dI,0.00994,0.634,0.959,0.574,4,0.00097,0.391,-7.055,0.258,115.073,189597,happy
spotify:track:65PsPkMG2QiFM8N5qnuv4B,0.27,0.904,0.701,0.787,8,0,0.105,-3.941,0.0855,180.027,171720,happy
spotify:track:66Uuj6jH7xRP32lB7cKZPH,0.127,0.41,0.722,0.934,9,0.000126,0.0763,-2.659,0.164,94.084,206000,happy
spotify:track:7HM3WyOHG3Nm6Ck5aZaFKF,0.128,0.803,0.865,0.801,6,0,0.114,-4.665,0.0887,109.978,192000,happy
spotify:track:2pyLZLboSKOLKII3uacUsP,0.159,0.641,0.94,0.509,1,5.65E-06,0.0984,-6.47,0.328,102.04,149644,happy
spotify:track:5dWfl2PBpKHpBVdz95wxK1,0.0479,0.318,0.495,0.819,5,0.000215,0.177,-5.656,0.0444,100.213,202013,happy
spotify:track:0y0vBgyEGaPUIDsoQQCZxr,0.307,0.514,0.623,0.482,1,0,0.138,-7.26,0.33,123.064,185066,happy
spotify:track:6h3OTSLTJubOG0RLkIW91i,0.0886,0.806,0.843,0.76,4,7.23E-05,0.14,-6.224,0.147,107.013,165981,happy
spotify:track:5s7j77zpP6e9uz2Q1DU851,0.268,0.63,0.496,0.833,5,0,0.0858,-3.398,0.287,134.944,192785,happy
spotify:track:5Ymzzusy4IzDkh9an3nOxW,0.0189,0.432,0.467,0.596,1,0.000113,0.102,-6.371,0.266,199.85,199200,happy
spotify:track:6alXWmBKxLoRFxCQAUZGks,0.201,0.678,0.743,0.7,5,0,0.252,-6.108,0.0707,125.048,196800,happy
spotify:track:6ifUES3keWjwXgae8pXI3o,0.0231,0.426,0.744,0.804,1,0,0.0494,-6.327,0.0677,104.823,205715,happy
spotify:track:4PzsYXrHh4r2BxtpNjtvoF,0.279,0.603,0.791,0.473,10,0,0.0959,-9.86,0.25,95.948,173154,happy
spotify:track:1TmBae8JGUjxDMUGMhgmPL,0.00491,0.755,0.832,0.815,9,0.000717,0.134,-5.271,0.0514,99.995,216000,happy
spotify:track:0K3ESegCtpUnQ2XB2d3bHt,0.58,0.546,0.601,0.681,9,0,0.0934,-5.171,0.324,98.078,197973,happy
spotify:track:6U9jxxdQ6TNzjshIpwWMTf,0.424,0.653,0.788,0.721,11,2.86E-06,0.0897,-4.577,0.152,105.23,182857,happy
spotify:track:4VsGKABwzD4SlPsVXhIgSE,0.181,0.807,0.859,0.623,8,0.000259,0.165,-5.339,0.061,101.978,220465,happy
spotify:track:3vn9zPVFtBzdf2SEb2MN5d,0.101,0.968,0.822,0.833,2,0.113,0.0406,-2.986,0.0665,100.005,242442,happy
spotify:track:3rAPkA8uMKZ3g76A1g5xck,0.000851,0.379,0.845,0.332,7,0.768,0.088,-8.834,0.122,99.895,175200,happy
spotify:track:7sxlE9aBtkKW5jQeu6gM84,0.661,0.631,0.559,0.77,11,0,0.126,-4.579,0.359,95.931,196650,happy
spotify:track:0RQEpWykgNyAMCeuZJDKJt,0.104,0.597,0.638,0.699,1,0,0.0995,-4.899,0.3,102.758,221194,happy
spotify:track:1HGyhNaRUFEDBiVLbvtbL6,0.161,0.947,0.883,0.733,11,0.00026,0.334,-9.153,0.128,95.103,245000,happy
spotify:track:4E0teOQQQwagLVvQ7VfYm1,0.0206,0.767,0.966,0.633,2,4.06E-06,0.0715,-6.392,0.101,108.011,199000,happy
spotify:track:0doK21Rmhw77vsmLztg6r7,0.0621,0.556,0.812,0.482,8,2.38E-05,0.106,-7.682,0.358,125.962,185134,happy
spotify:track:28W2zd8vNWoNQN6RKnfxuF,0.158,0.632,0.818,0.711,10,2.68E-05,0.0899,-6.324,0.116,99.988,214800,happy
spotify:track:7JX3QwGypWvFff9Ij1pTTN,0.146,0.772,0.553,0.484,11,0,0.0915,-9.757,0.224,130.252,207158,happy
spotify:track:7i0ACEM0ZTfVP2C5wIrIhD,0.348,0.881,0.822,0.852,8,0.108,0.0579,-8.065,0.12,100.036,236460,happy
spotify:track:0L7ByJIFyro93nWs7wwioM,0.16,0.91,0.798,0.73,1,0,0.215,-5.992,0.0966,92,258060,happy
spotify:track:5b7nktTQ766xfSekMIKI8D,0.0302,0.764,0.864,0.604,11,3.02E-05,0.0894,-8.361,0.16,117.937,203390,happy
spotify:track:720ZYTSr4vSqcFYq2CTJKN,0.144,0.673,0.665,0.824,1,0,0.307,-2.231,0.303,105.798,141226,happy
spotify:track:4rJZ1Ij2rNt8hyCZOhokqc,0.523,0.232,0.735,0.26,5,0.000142,0.106,-17.055,0.166,105.072,201066,happy
spotify:track:3kA8Vkh17qHtvyYoZW43S3,0.0571,0.856,0.896,0.745,1,0,0.0477,-6.426,0.135,98.036,176273,happy
spotify:track:1OEqfSFP0Owv4Yq0kL2Ql0,0.0164,0.564,0.812,0.529,1,1.72E-05,0.0605,-9.194,0.11,103.975,204591,happy
spotify:track:41dxhDrOnQdieYdUW9PC4J,0.162,0.778,0.864,0.606,8,6.15E-05,0.101,-9.009,0.0918,95.981,145937,happy
spotify:track:1KpBtWSI9dlv0RjtzvF1BD,0.594,0.881,0.841,0.644,9,0.00402,0.142,-3.284,0.083,108.003,255608,happy
spotify:track:53NjleILyfXt7GYwTgxZX9,0.37,0.953,0.855,0.841,6,0.00127,0.0545,-2.769,0.18,96.12,152607,happy
spotify:track:2RQ2CwHD5mJBox0Hc6HYRc,0.0381,0.574,0.887,0.892,2,3.27E-05,0.0787,-2.346,0.0473,107.996,204828,happy
spotify:track:3Mm1debA9to317BT0Oeq4e,0.445,0.604,0.708,0.596,10,0.000155,0.0954,-6.018,0.0379,90,159760,happy
spotify:track:7tbakPT3Gg9X7HIHu77f24,0.0304,0.923,0.696,0.642,0,0,0.44,-9.115,0.0557,100.047,163162,happy
spotify:track:2QpUWi6VSNOt2WyH5FIeLD,0.0718,0.533,0.912,0.598,6,1.12E-06,0.0892,-7.718,0.0877,98.006,180840,happy
spotify:track:71ITWhU3xw2c02acdPmxJE,0.151,0.891,0.839,0.938,7,0,0.0549,-2.427,0.271,170.19,227760,happy
spotify:track:55YsMolAhT2hrCeZDox5RF,0.648,0.711,0.65,0.779,8,0,0.166,-3.972,0.239,97.159,175700,happy
spotify:track:2zYs4BonN2ydkbrRk333SN,0.127,0.496,0.825,0.453,4,3.82E-06,0.0838,-7.429,0.227,99.974,211293,happy
spotify:track:0j55p8YRAPG8yajtNyjt6A,0.321,0.497,0.69,0.621,8,2.81E-05,0.0884,-3.583,0.06,66.858,233253,happy
spotify:track:1hEXElwyPez2z7m5dZ56Mc,0.386,0.794,0.928,0.675,5,0,0.0564,-3.542,0.0568,105.953,240000,happy
spotify:track:4AaXmQvHMWNwZSoqi4kcsK,0.391,0.612,0.706,0.73,7,0.1,0.0871,-5.017,0.286,63.951,197228,happy
spotify:track:2Pgodnne9nvcaj4THRaLas,0.0389,0.62,0.841,0.513,5,1.67E-06,0.114,-9.734,0.0772,102.002,207059,happy
spotify:track:7k4t7uLgtOxPwTpFmtJNTY,0.295,0.574,0.803,0.715,2,0.000134,0.0574,-3.28,0.298,101.085,200960,happy
spotify:track:4LfRazqeh1WH6UBUlb0NtD,0.063,0.668,0.572,0.878,8,0,0.126,-4.342,0.271,102.025,154000,happy
spotify:track:6DUsB0h2C7PM2jesWuF9Wj,0.251,0.749,0.809,0.761,2,0,0.061,-7.026,0.234,99.785,182400,happy
spotify:track:746nPV2NXSoxW3imGpG8gk,0.123,0.945,0.616,0.71,5,0,0.128,-7.05,0.264,93.938,255360,happy
spotify:track:0oWha7OKAqQwFZymfthIEV,0.107,0.887,0.691,0.808,7,0,0.0187,-6.871,0.361,139.713,254947,happy
spotify:track:4zI3yq6BBpbnKZYv6duHdq,0.282,0.967,0.74,0.84,6,0.000156,0.0955,-3.815,0.0859,89.816,212000,happy
spotify:track:0WeN52xa8nBDBfKsaiKJ0i,0.397,0.926,0.951,0.661,7,0,0.0686,-2.678,0.0612,104.997,237714,happy
spotify:track:38oTUkh9XhYUCC4nH4LIcX,0.39,0.4,0.695,0.64,9,0,0.101,-4.6,0.213,102.85,212039,happy
spotify:track:22uU5EVRx6rVpuUANTFEhn,0.311,0.795,0.781,0.633,4,7.27E-06,0.0964,-5.616,0.0351,107.074,219482,happy
spotify:track:1mXcbmQLoez3syygMZLbwl,0.397,0.859,0.738,0.836,10,0,0.0972,-4.667,0.0534,117.009,192888,happy
spotify:track:5GojvGu2KJEdhxmOVYx3W9,0.032,0.618,0.63,0.378,1,0.898,0.0798,-18.476,0.0294,100.019,160653,happy
spotify:track:12KQM67nO5C2AdjH6BkT9N,0.000193,0.653,0.521,0.483,2,0.861,0.119,-17.609,0.027,100.026,160157,happy
spotify:track:41LnK8NVlfryDPhr2vGBy4,0.066,0.893,0.605,0.413,7,0.943,0.104,-18.105,0.0277,99.983,160653,happy
spotify:track:0FNPMu7LY21yzAyc2XYdhm,0.287,0.262,0.525,0.466,0,0.833,0.0955,-12.717,0.088,179.756,160026,happy
spotify:track:0snQkGI5qnAmohLE7jTsTn,0.000264,0.481,0.413,0.873,8,0.0025,0.204,-4.151,0.0535,116.681,218933,happy
spotify:track:4nHolXicfijolObd1Aepjl,0.242,0.92,0.469,0.398,5,0.959,0.13,-19.278,0.0264,100,170266,happy
spotify:track:1FiS53GUuVfMpqpRFVMxQQ,0.000127,0.921,0.387,0.77,7,0.878,0.247,-18.484,0.0346,99.929,164963,happy
spotify:track:5tycuQghGWC5CatbbxLQh6,0.0319,0.602,0.564,0.39,10,0.00446,0.0824,-18.351,0.0344,159.995,174576,happy
spotify:track:6WRgGu4qkUemw4z1TAc1xj,0.203,0.576,0.537,0.361,5,0.88,0.0727,-16.88,0.0286,179.984,177737,happy
spotify:track:4Yf5bqU3NK4kNOypcrLYwU,0.111,0.594,0.554,0.978,4,0,0.0731,-3.554,0.131,135.095,162600,happy
spotify:track:2kvnkF6bwxVG2klKc7FFJW,0.00907,0.863,0.677,0.579,7,0.912,0.146,-18.246,0.037,119.989,167053,happy
spotify:track:1GjZRZiYNSVpQMetQ8x7Mu,0.00527,0.645,0.596,0.516,7,0.857,0.0935,-17.793,0.0304,109.982,181603,happy
spotify:track:31RTFPrB7wmYBhlkM2ILXG,0.00167,0.586,0.451,0.889,1,0.00215,0.258,-2.693,0.261,131.073,153800,happy
spotify:track:5cZqsjVs6MevCnAkasbEOX,0.0127,0.624,0.432,0.884,8,0.000527,0.166,-6.659,0.13,108.948,166707,happy
spotify:track:0VjIjW4GlUZAMYd2vXMi3b,0.00146,0.334,0.514,0.73,1,9.54E-05,0.0897,-5.934,0.0598,171.005,200040,happy
spotify:track:3K4HG9evC7dg3N0R9cYqk4,0.0014,0.538,0.492,0.969,9,1.32E-06,0.0787,-4.419,0.0491,95.136,157333,happy
spotify:track:7ytR5pFWmSjzHJIeQkgog4,0.247,0.497,0.746,0.69,11,0,0.101,-7.956,0.164,89.977,181733,happy
spotify:track:2Y0wPrPQBrGhoLn14xRYCG,0.0172,0.535,0.625,0.814,0,0,0.158,-5.181,0.0657,144.991,205485,happy
spotify:track:1Vej0qeQ3ioKwpI6FUbRv1,0.00022,0.661,0.524,0.939,9,0,0.623,-3.994,0.113,150.184,184867,happy
spotify:track:0DQqzCHlPyKQXfF8uL01SI,0.102,0.492,0.595,0.465,2,0,0.0641,-8.412,0.026,124.991,210525,happy
spotify:track:6dGnYIeXmHdcikdzNNDMm2,0.0339,0.394,0.557,0.54,9,0.00248,0.179,-10.484,0.0347,129.171,185733,happy
spotify:track:0bfvHnWWOeU1U5XeKyVLbW,0.508,0.561,0.581,0.78,4,1.07E-05,0.0799,-7.053,0.0567,123.711,203680,happy
spotify:track:1JO1xLtVc8mWhIoE3YaCL0,0.55,0.588,0.584,0.367,6,1.38E-05,0.0818,-9.638,0.0328,120.175,176293,happy
spotify:track:0D1pEisM3QkiacGXJe5dmd,0.575,0.874,0.481,0.733,5,1.18E-05,0.108,-7.633,0.165,122.909,140427,happy
spotify:track:3v9xlH6BpmRbqL7hgNJhfT,0.36,0.514,0.39,0.625,9,0,0.0663,-7.813,0.0537,144.338,134387,happy
